sale_id,customer_id,store_id,sale_date,total
16765,1513,19,2025-09-03 01:50:49.715201,54.9
16766,1514,13,2025-10-19 15:23:20.941821,129.9
16767,1515,9,2023-04-30 21:07:43.491000,179.99
16768,1516,16,2023-06-06 14:14:48.914316,39.9
16769,1517,11,2025-09-27 09:39:30.088570,77.97
16770,1518,2,2024-08-13 08:27:59.335565,59.99
16771,1519,5,2023-05-17 01:39:38.998766,599.97
16772,1520,1,2025-12-16 15:17:41.709629,179.8
16773,1521,12,2023-05-08 04:04:03.720506,79.99
16774,1522,5,2022-01-22 01:27:23.580744,159.99
16775,1523,2,2023-06-01 05:36:31.189694,149.9
16776,1524,1,2025-09-05 22:23:41.777298,389.97
16777,1525,18,2025-09-09 02:53:11.637546,24.99
16778,1526,10,2024-07-04 10:28:02.104622,24.9
16779,1527,20,2023-05-30 03:26:10.351331,299.99
16780,1528,2,2025-11-23 14:43:39.050455,129.99
16781,1529,1,2022-01-20 23:53:41.082212,59.99
16782,1530,19,2023-06-16 21:36:39.125722,59.99
16783,1531,2,2025-09-26 17:41:31.038722,239.97
16784,1532,5,2024-07-09 18:49:35.480782,139.99
16785,1533,5,2025-12-04 21:03:06.826994,19.99
16786,1534,12,2022-01-07 20:14:08.300750,299.99
16787,1535,12,2025-09-20 17:16:27.868863,19.99
16788,1536,16,2022-01-15 02:58:51.862388,49.99
16789,1537,17,2025-11-01 09:57:53.371953,29.99
16790,1538,2,2025-10-10 06:53:34.864578,159.99
16791,1539,2,2025-10-22 00:37:31.855954,599.98
16792,1540,10,2025-09-12 20:33:19.836348,199.8
16793,1541,1,2025-11-23 15:53:05.676007,79.99
16794,1542,1,2025-11-17 10:27:12.876352,199.98
16795,1543,5,2023-06-25 07:37:03.712905,159.99
16796,1544,1,2025-12-01 18:08:07.273592,79.99
16797,1545,19,2024-07-24 02:23:23.521192,51.98
16798,1546,5,2025-12-02 03:28:52.835576,89.99
16799,1547,2,2025-11-19 23:12:55.165512,19.99
16800,1548,3,2022-03-02 03:41:33.969634,69.99
16801,1549,3,2025-11-24 17:30:42.992103,99.9
16802,1550,2,2023-04-25 14:46:09.827421,349.99
16803,1551,12,2023-06-15 18:27:57.402226,99.99
16804,1552,6,2023-04-26 19:28:12.699606,319.98
16805,1553,15,2024-08-15 04:44:01.831002,39.98
16806,1554,13,2023-06-02 09:30:50.475549,259.98
16807,1555,3,2025-12-21 21:36:56.887598,129.9
16808,1556,15,2024-08-26 05:08:57.144358,349.99
16809,1557,16,2023-06-08 17:44:20.628848,359.98
16810,1558,13,2025-12-19 08:17:58.667608,25.99
16811,1559,8,2025-11-08 08:20:17.664109,77.97
16812,1560,1,2023-06-07 12:51:56.802007,129.99
16813,1561,18,2022-01-23 05:53:47.117851,379.98
16814,1562,8,2025-11-02 12:40:00.203807,49.99
16815,1563,5,2025-09-22 06:02:58.626628,159.98
16816,1564,5,2025-12-04 09:35:01.032056,19.99
16817,1565,12,2024-08-28 20:53:50.455741,139.99
16818,1566,2,2023-04-27 11:02:24.431783,49.99
16819,1567,5,2025-10-17 07:15:57.909945,59.99
16820,1568,3,2023-06-17 21:01:27.952952,299.99
16821,1569,19,2025-12-07 20:46:01.369604,159.99
2042,26,18,2022-05-24 12:32:00.331548,599.67
2043,348,2,2020-12-30 13:48:38.579560,1899.83
2044,146,11,2021-06-29 13:40:59.928059,829.94
2045,341,12,2024-01-25 16:53:52.070427,1639.93
2046,169,15,2024-08-14 20:57:19.117248,239.98
2047,447,5,2020-02-20 07:12:37.544844,1049.82
2048,678,3,2025-01-27 22:31:29.053846,89.99
2049,568,7,2024-06-26 20:25:46.696529,259.77
2050,261,12,2024-03-09 05:45:16.278052,77.97
2051,541,14,2022-07-27 11:53:51.647636,609.66
2052,58,3,2021-05-23 04:18:56.310198,449.76
2053,173,8,2022-10-31 19:31:42.458581,469.95
2054,363,3,2023-11-26 18:45:09.830294,269.96
2055,532,9,2024-02-29 04:49:01.719807,624.74
2056,468,15,2021-11-08 12:10:51.525809,759.94
2057,347,12,2024-10-27 11:15:04.045014,599.77
2058,307,17,2022-11-02 04:24:31.797516,77.97
2059,484,2,2021-09-16 12:26:22.440224,79.98
2060,197,6,2024-04-23 12:55:57.817621,467.94
2061,725,14,2020-08-06 22:59:22.215522,329.94
2062,330,20,2024-05-01 21:52:24.505669,1659.91
2063,45,17,2025-09-25 20:50:16.899088,1009.91
2064,612,5,2025-05-04 12:01:09.187679,1349.94
2065,223,7,2020-01-25 21:05:21.357186,89.99
2066,223,2,2021-10-17 02:49:27.576653,669.67
2067,308,9,2022-08-10 10:19:08.188479,294.87
2068,336,2,2022-11-02 10:54:50.789632,1079.82
2069,414,6,2022-07-16 16:27:45.201999,1099.95
2070,443,5,2023-02-11 22:05:01.009984,74.97
2071,240,17,2025-08-02 16:01:19.110605,454.85
2072,280,7,2021-06-14 15:05:28.254776,179.8
2073,255,13,2025-03-22 01:35:47.675197,1419.9
2074,315,7,2023-10-27 08:27:36.580558,266.95
2075,613,3,2024-05-22 15:15:11.846818,939.75
2076,171,5,2021-08-16 03:24:18.193769,349.5
2077,423,10,2022-08-27 00:35:58.898942,359.98
2078,481,3,2022-09-18 17:44:34.635092,299.7
2079,323,6,2020-08-27 07:09:07.943196,619.95
2080,725,18,2022-04-06 22:45:23.338475,569.84
2081,114,9,2025-07-24 17:46:33.092381,939.94
2082,567,8,2021-02-09 17:57:09.946356,104.97
2083,353,2,2023-01-30 14:13:10.870940,129.99
2084,189,4,2024-05-15 23:41:01.190039,719.88
2085,273,13,2024-01-12 18:23:27.014648,709.95
2086,425,15,2020-02-15 16:28:38.509384,1699.64
2087,585,8,2023-10-18 00:57:37.098447,829.95
2088,509,1,2020-09-30 05:30:15.392450,379.96
2089,553,4,2025-03-01 20:03:21.655673,1269.73
2090,401,15,2024-03-09 15:18:15.062980,509.63
2091,460,7,2021-03-08 21:19:41.952488,359.7
2092,735,2,2023-04-07 13:01:39.540444,69.99
2093,9,14,2020-11-09 21:37:25.200809,1459.94
2094,723,4,2024-02-03 00:14:40.665694,1629.84
2095,218,15,2020-10-03 11:12:57.353439,299.87
2096,129,13,2020-06-14 08:55:48.154958,289.77
2097,669,2,2021-02-25 16:18:46.513028,689.76
2098,696,15,2020-02-19 14:55:25.095403,199.99
2099,283,9,2025-01-19 15:09:51.248741,539.79
2100,543,15,2022-03-21 06:41:41.250990,1054.93
2101,143,16,2021-02-26 02:35:51.167698,59.98
2102,370,19,2021-04-30 07:25:44.584764,959.94
2103,271,17,2024-03-17 22:16:15.124617,49.99
2104,357,5,2023-11-04 23:10:30.886179,319.98
2105,520,2,2021-09-09 17:17:21.458417,449.97
2106,48,6,2021-05-19 00:07:58.736527,909.64
2107,383,6,2020-07-04 19:43:23.360177,129.99
2108,549,17,2020-05-10 07:13:10.406684,879.95
2109,230,15,2025-05-30 01:58:27.364120,149.9
16822,1570,1,2022-01-15 13:26:27.793695,24.9
16823,1571,9,2025-09-10 18:49:30.119395,89.9
16824,1572,13,2024-07-25 09:00:01.908973,129.9
16825,1573,9,2025-12-26 06:36:55.198247,24.99
16826,1574,7,2022-02-14 00:34:02.442747,59.99
16827,1575,15,2022-01-20 02:50:44.032739,24.99
16828,1576,19,2022-03-26 23:55:56.475217,19.99
16829,1577,11,2022-01-23 02:59:15.851079,149.99
16830,1578,15,2025-11-25 06:11:48.517953,59.99
16831,1579,5,2025-12-22 07:26:29.162157,399.99
16832,1580,11,2024-08-01 20:57:09.786116,29.99
16833,1581,2,2023-06-05 13:22:50.274751,89.9
16834,1582,13,2023-06-19 17:12:45.633645,259.98
16835,1583,1,2022-02-09 06:42:27.474109,89.9
16836,1584,17,2023-06-10 22:13:49.575244,99.9
16837,1585,20,2025-11-19 17:36:32.272412,79.99
16838,1586,19,2022-03-24 02:24:59.747129,99.98
16839,1587,2,2023-04-04 08:57:19.042908,129.99
16840,1588,2,2025-12-25 09:00:38.363396,129.9
16841,1589,10,2023-05-23 18:43:48.920737,159.99
16842,1590,3,2022-01-31 14:19:27.057555,159.98
16843,1591,6,2024-07-19 10:41:50.241544,259.98
16844,1592,12,2022-01-20 14:44:06.932262,69.9
16845,1593,15,2025-10-01 21:29:38.935459,399.99
16846,1594,20,2022-01-27 21:39:07.078821,139.99
16847,1595,17,2023-06-22 01:45:57.357479,149.97
16848,1596,20,2025-10-01 14:42:45.207610,119.7
16849,1597,5,2025-12-01 22:12:00.064933,49.99
16850,1598,2,2025-09-10 07:45:40.515519,349.99
16851,1599,19,2025-09-29 10:45:47.430958,179.97
16852,1600,18,2025-09-02 10:04:37.480950,299.98
16853,1601,20,2023-05-07 03:26:12.149064,25.99
16854,1602,1,2023-05-13 13:22:50.506039,79.99
16855,1603,9,2022-01-30 23:46:17.748562,159.99
16856,1604,2,2023-06-25 03:38:55.314557,319.98
16857,1605,15,2023-06-25 20:53:32.832854,299.99
16858,1606,17,2023-05-30 11:28:10.035812,179.8
16859,1607,2,2025-11-07 08:54:04.523080,119.98
16860,1608,2,2022-02-05 06:42:06.842918,279.98
16861,1609,6,2023-06-11 08:19:53.586933,299.99
16862,1610,19,2024-07-10 16:00:08.115064,119.9
16863,1611,1,2025-11-29 13:48:25.742442,179.99
16864,1612,14,2025-12-30 02:23:19.333425,199.9
16865,1613,2,2025-11-16 06:56:58.932835,24.9
16866,1614,1,2025-12-25 05:37:23.275211,29.99
16867,1615,20,2023-06-08 13:13:54.609876,199.98
16868,1616,20,2022-03-24 23:17:12.628542,799.98
16869,1617,2,2023-04-07 11:08:39.817586,39.99
16870,1618,9,2025-11-28 22:11:14.794270,129.9
16871,1619,2,2025-12-28 20:00:47.392013,149.99
16872,1620,13,2025-12-25 04:29:46.668336,199.9
16873,1621,1,2023-06-12 23:03:30.824990,179.99
16874,1622,12,2025-12-19 13:42:48.628563,79.8
16875,1623,12,2022-01-08 16:37:35.102997,129.99
16876,1624,1,2025-09-04 09:34:29.058543,259.98
16877,1625,11,2025-12-16 00:18:48.456138,139.99
16878,1626,5,2023-05-21 16:31:34.758220,159.99
16879,1627,2,2024-08-24 05:39:06.160150,29.99
16880,1628,5,2025-09-07 14:23:29.440062,179.99
16881,1629,9,2024-08-13 09:09:55.679305,199.9
16882,1630,9,2023-04-12 09:14:32.426697,149.97
16883,1631,20,2023-06-19 13:35:24.264144,34.99
16884,1632,20,2025-12-29 01:53:41.911487,25.99
2110,421,8,2025-11-10 11:50:08.273069,299.7
2111,159,15,2023-05-12 21:36:44.634393,319.98
2112,155,5,2021-02-05 05:17:00.462691,79.99
2113,101,11,2021-01-09 10:16:22.547017,489.86
2114,658,16,2020-02-11 17:28:11.248940,419.97
2115,603,14,2023-08-22 23:35:18.516207,1039.94
2116,246,19,2025-05-12 10:43:17.155937,474.78
2117,683,10,2025-01-06 15:15:01.231199,271.96
2118,629,11,2024-09-07 18:09:12.450772,379.97
2119,471,1,2021-06-30 14:55:28.415581,529.96
2120,324,13,2023-03-05 18:02:35.521623,199.98
2121,48,14,2023-03-15 19:33:23.923609,779.67
2122,569,12,2021-01-31 09:28:27.002504,1144.92
2123,25,20,2023-07-25 09:01:10.282698,409.78
2124,328,6,2021-07-02 13:51:47.263970,484.84
2125,439,19,2020-09-20 15:58:19.744670,179.98
2126,715,5,2022-10-27 10:45:59.860373,959.84
2127,517,6,2025-07-19 07:16:59.129493,689.94
2128,198,5,2024-09-23 19:09:09.030717,1099.74
2129,394,9,2021-04-25 07:42:21.838536,579.94
2130,497,19,2020-10-28 07:41:30.906352,1209.83
2131,217,13,2024-10-22 19:42:08.674770,399.96
2132,645,7,2022-01-15 09:31:52.151538,889.64
2133,617,2,2025-06-12 11:34:17.488856,399.86
2134,501,6,2025-03-11 03:51:27.335898,409.77
2135,574,12,2024-07-29 22:00:53.356758,299.75
2136,160,6,2022-07-26 14:19:43.944498,459.79
2137,609,10,2024-05-08 20:31:53.595224,1059.65
2138,79,3,2021-05-11 07:03:34.340275,49.9
2139,500,11,2022-12-31 12:14:44.401577,429.94
2140,606,18,2024-10-31 17:39:57.490189,1609.71
2141,309,5,2021-07-09 12:43:55.826835,1009.86
2142,506,19,2023-07-27 20:24:16.580643,39.9
2143,435,16,2023-04-06 01:01:44.761205,739.77
2144,709,20,2025-10-18 00:36:39.622117,484.97
2145,125,2,2023-05-03 09:46:00.238573,79.98
2146,505,2,2024-06-11 20:24:16.843516,969.67
2147,380,12,2025-06-18 16:08:45.670076,59.98
2148,595,3,2020-11-27 11:32:13.165012,404.67
2149,114,17,2020-09-06 09:58:23.489605,269.97
2150,56,5,2025-10-23 22:18:13.962693,459.87
2151,539,12,2022-07-07 18:26:42.470262,1089.47
2152,720,1,2024-03-15 12:14:01.050565,699.93
2153,112,11,2022-05-12 01:01:21.021688,79.8
2154,437,18,2020-03-29 03:17:29.932754,409.86
2155,61,17,2021-09-28 11:34:42.882261,1315.93
2156,686,2,2021-02-05 17:34:53.291603,74.97
2157,109,15,2021-01-03 03:38:25.778096,359.69
2158,281,2,2020-07-11 17:44:28.588338,489.69
2159,439,3,2020-10-24 18:46:43.517965,1154.62
2160,369,15,2022-07-29 04:00:19.562735,1379.94
2161,417,18,2022-05-31 14:01:50.344322,419.98
2162,169,5,2023-06-06 11:59:26.617575,1189.56
2163,129,2,2023-12-23 00:52:33.718946,179.97
2164,636,2,2022-12-07 20:37:35.844594,119.98
2165,483,7,2020-02-18 20:11:01.089704,289.89
2166,700,3,2024-08-08 04:33:24.454728,589.77
2167,169,3,2025-02-03 18:02:45.779558,1289.73
2168,571,7,2023-12-05 12:54:15.241969,389.97
2169,330,2,2023-07-02 21:34:12.958689,529.68
2170,147,5,2025-10-02 17:45:42.958410,239.68
2171,602,12,2025-07-09 03:21:22.878354,199.98
2172,664,8,2021-08-28 18:27:06.268530,137.96
2173,474,8,2020-05-07 13:35:40.325861,279.98
2174,460,11,2024-04-22 08:35:02.103289,729.59
2175,171,20,2022-05-12 22:53:01.182459,669.3
2176,663,17,2025-04-12 01:37:36.056689,874.73
2177,465,19,2023-07-15 04:06:30.974986,279.78
16885,1633,12,2025-11-21 01:59:29.539519,99.99
16886,1634,2,2025-10-10 12:40:10.924268,299.99
16887,1635,20,2025-09-04 20:21:43.293510,119.98
16888,1636,11,2025-11-26 06:30:47.121791,39.9
16889,1637,5,2025-12-22 09:27:11.872828,24.9
16890,1638,4,2025-10-16 06:41:52.863058,79.99
16891,1639,16,2022-01-05 05:03:24.576523,129.99
16892,1640,2,2025-12-24 17:26:11.489685,25.99
16893,1641,1,2023-05-11 05:28:40.164433,179.8
16894,1642,12,2022-03-16 13:02:20.057716,399.99
16895,1643,20,2022-02-02 16:57:22.533499,399.99
16896,1644,9,2024-08-05 00:21:49.544213,149.97
16897,1645,18,2025-12-02 11:14:26.991575,99.9
16898,1646,2,2022-02-23 01:18:40.433387,159.99
16899,1647,8,2025-12-20 16:25:27.125185,129.99
16900,1648,20,2022-01-14 00:59:01.503053,89.99
16901,1649,16,2022-03-21 06:10:30.506966,299.99
16902,1650,2,2025-11-04 18:08:34.113398,129.99
16903,1651,8,2025-11-16 10:17:32.896748,59.98
16904,1652,5,2023-06-13 19:45:23.194886,49.99
16905,1653,2,2025-12-11 06:39:39.533554,179.8
16906,1654,1,2024-08-12 11:33:40.043816,129.99
16907,1655,19,2024-08-27 05:05:36.430825,299.99
16908,1656,10,2025-10-09 12:37:49.104074,389.7
16909,1657,1,2022-02-11 01:30:11.340210,99.9
16910,1658,16,2022-02-16 17:22:55.753286,299.99
16911,1659,8,2022-01-28 03:57:30.932947,25.99
16912,1660,19,2025-09-22 11:56:38.329179,25.99
16913,1661,1,2023-06-19 09:30:06.553567,19.99
16914,1662,11,2025-10-07 00:12:40.556866,189.99
16915,1663,12,2025-09-25 16:52:36.683660,49.98
16916,1664,1,2025-12-17 11:59:49.440574,179.8
16917,1665,12,2025-10-11 08:38:24.164484,259.98
16918,1666,15,2022-02-01 23:49:09.603863,89.99
16919,1667,17,2025-11-14 00:20:02.616014,79.99
16920,1668,10,2024-07-23 13:38:22.894189,19.99
16921,1669,7,2024-07-07 12:14:32.212191,129.99
16922,1670,19,2025-11-27 01:58:12.551979,159.99
16923,1671,15,2023-04-08 09:31:38.029321,59.98
16924,1672,7,2025-10-17 06:42:42.489111,159.99
16925,1673,6,2022-03-28 10:12:41.685736,89.99
16926,1674,13,2023-04-11 11:40:22.622403,89.99
16927,1675,5,2025-12-20 05:56:35.167875,499.98
16928,1676,2,2025-09-15 12:01:20.518819,119.99
16929,1677,19,2022-02-19 08:37:31.968497,119.7
16930,1678,2,2025-12-23 17:36:59.793630,24.9
16931,1679,1,2025-10-05 18:41:01.048910,39.9
16932,1680,10,2025-09-25 02:43:28.621355,299.99
16933,1681,18,2022-03-22 18:08:10.933596,29.99
16934,1682,15,2025-12-11 16:29:47.330203,159.98
16935,1683,7,2025-11-07 20:16:47.626105,449.7
16936,1684,1,2022-03-19 12:55:25.137473,99.9
16937,1685,1,2025-09-15 05:09:44.647462,99.99
16938,1686,8,2023-06-03 13:10:25.215809,259.8
16939,1687,17,2025-09-21 21:31:31.184743,249.99
16940,1688,2,2025-11-27 11:25:50.789738,159.99
16941,1689,13,2023-04-29 21:38:16.709408,299.99
16942,1690,18,2025-12-27 09:29:19.978091,39.99
16943,1691,16,2023-06-04 03:10:58.624768,129.99
16944,1692,1,2022-03-14 17:28:13.657831,79.99
16945,1693,16,2025-09-30 11:13:34.428926,79.99
16946,1694,2,2025-12-29 22:14:23.584790,599.98
16947,1695,1,2023-06-06 18:25:34.341851,199.9
2178,651,20,2021-07-03 03:59:51.177000,749.97
2179,333,15,2022-10-02 10:43:18.821762,539.4
2180,745,14,2021-09-30 15:56:59.800707,959.91
2181,638,18,2024-12-19 04:14:12.298204,509.49
2182,217,12,2024-01-15 19:11:44.143610,554.67
2183,63,18,2025-11-13 14:39:02.813713,699.57
2184,205,18,2025-04-30 23:23:11.854758,759.74
2185,424,6,2024-06-28 01:01:21.907682,639.97
2186,110,3,2022-06-01 18:24:38.060534,709.93
2187,234,6,2020-11-15 20:17:53.033802,439.5
2188,173,20,2021-01-21 21:05:18.529574,679.96
2189,603,5,2020-06-21 06:04:44.973468,719.95
2190,603,12,2025-12-26 14:02:10.338380,159.99
2191,678,1,2021-03-17 00:08:18.880885,639.67
2192,484,17,2024-05-17 14:09:59.052549,259.98
2193,614,18,2020-07-01 05:01:36.095049,469.95
2194,688,15,2025-08-29 05:06:17.035697,899.97
2195,522,6,2020-09-08 17:24:41.733083,459.95
2196,111,1,2020-10-21 21:40:09.594530,229.7
2197,475,2,2025-12-08 07:23:13.682694,119.9
2198,740,10,2025-02-28 13:48:32.583216,299.96
2199,185,4,2024-10-28 20:16:51.879264,889.47
2200,87,13,2022-06-25 00:48:53.536664,159.98
2201,123,17,2022-01-22 15:43:01.285278,149.99
2202,676,8,2021-07-26 22:49:21.590358,464.67
2203,212,20,2025-08-05 17:45:51.888041,199.99
2204,11,19,2020-05-05 08:22:15.047349,129.9
2205,709,3,2023-01-12 23:50:29.742989,1269.82
2206,45,6,2021-02-09 02:24:56.899181,389.97
2207,251,9,2021-07-01 07:45:43.786853,289.85
2208,95,4,2025-04-16 10:23:42.049386,179.97
2209,207,1,2020-12-28 10:23:56.255644,699.68
2210,562,15,2024-07-25 13:40:04.466938,239.97
2211,4,15,2024-02-15 07:00:09.412060,564.74
2212,398,16,2022-04-11 23:46:09.869885,944.1
2213,352,17,2023-04-20 17:10:23.153346,229.7
2214,156,19,2023-09-25 09:03:13.512046,1119.66
2215,621,1,2022-07-20 16:00:41.443843,389.7
2216,226,18,2022-11-05 17:42:53.631286,979.9
2217,244,18,2021-11-28 18:47:06.517830,329.96
2218,128,9,2021-04-20 15:06:28.832574,789.92
2219,624,10,2023-12-25 16:24:07.550779,179.97
2220,86,9,2024-01-09 09:50:47.982344,1049.97
2221,99,11,2023-06-24 10:02:21.762487,309.95
2222,529,3,2023-09-06 00:39:06.550644,399.98
2223,153,2,2024-05-09 14:06:05.023594,554.37
2224,159,4,2025-03-29 20:07:46.943202,749.94
2225,586,2,2021-01-16 14:56:43.353216,539.97
2226,91,6,2020-05-23 22:56:03.505618,397.94
2227,576,20,2023-10-21 10:28:10.067100,309.87
2228,496,16,2021-11-04 12:13:19.192502,529.84
2229,472,7,2022-10-27 12:53:31.409527,1299.76
2230,121,14,2021-02-15 14:09:30.174758,889.67
2231,432,10,2024-12-16 16:54:11.695736,789.97
2232,85,11,2020-07-13 17:41:07.603981,599.7
2233,674,8,2023-12-23 22:04:11.821221,1019.66
2234,53,14,2023-09-02 11:36:37.955114,689.67
2235,150,6,2021-02-25 09:18:25.944610,147.96
2236,679,2,2023-12-25 17:30:41.544750,329.93
2237,215,7,2022-11-10 18:41:23.450870,869.76
2238,191,2,2020-04-07 05:33:07.367868,309.97
2239,384,16,2020-10-21 17:39:54.255590,715.94
2240,649,4,2023-02-25 08:49:11.761086,679.75
2241,159,5,2025-06-25 15:25:03.588915,589.64
2242,124,20,2020-12-09 18:08:42.316164,329.79
2243,680,18,2023-11-08 09:44:41.286928,679.48
2244,22,7,2023-02-11 13:55:22.635354,439.69
2245,131,10,2024-01-19 19:32:20.801676,19.99
16948,1696,15,2025-10-24 04:19:07.705296,899.97
16949,1697,1,2025-12-02 07:26:43.524436,49.8
16950,1698,11,2024-08-21 19:24:30.868992,139.99
16951,1699,16,2025-10-30 12:10:37.357897,129.99
16952,1700,9,2023-06-28 09:37:13.872075,79.99
16953,1701,3,2025-12-20 10:07:19.468068,79.99
16954,1702,8,2025-09-16 10:37:13.732385,379.98
16955,1703,7,2025-09-26 23:19:03.266688,51.98
16956,1704,7,2025-11-30 00:24:54.725553,189.99
16957,1705,2,2025-09-14 20:28:09.392828,59.99
16958,1706,1,2022-01-10 22:19:02.086825,319.98
16959,1707,1,2022-01-13 11:47:20.185531,29.99
16960,1708,6,2022-03-16 02:13:02.075506,239.98
16961,1709,20,2024-08-22 10:42:57.040111,119.99
16962,1710,14,2022-02-09 08:13:21.819104,119.99
16963,1711,1,2025-10-18 00:25:13.879043,699.98
16964,1712,19,2022-02-27 12:57:57.913493,39.9
16965,1713,5,2025-09-23 06:13:52.340628,119.99
16966,1714,11,2025-09-21 20:33:47.918541,159.99
16967,1715,20,2023-05-03 04:51:41.071556,99.9
16968,1716,7,2025-12-27 14:38:57.858854,29.99
16969,1717,5,2023-05-27 14:58:43.541432,199.8
16970,1718,5,2022-02-26 02:07:52.161666,129.99
16971,1719,16,2022-01-15 22:31:59.947173,89.99
16972,1720,1,2025-11-18 03:50:51.154447,39.99
16973,1721,16,2023-04-27 13:31:21.017799,39.99
16974,1722,1,2022-03-24 12:46:40.138946,74.97
16975,1723,20,2025-11-21 08:17:28.892017,99.9
16976,1724,1,2024-08-21 16:22:29.144975,159.99
16977,1725,12,2025-11-06 16:39:55.297063,129.99
16978,1726,20,2025-12-26 16:05:54.180977,49.99
16979,1727,16,2024-07-16 19:26:46.768013,24.9
16980,1728,1,2024-08-01 03:53:05.390999,179.99
16981,1729,11,2023-06-16 02:56:34.218326,179.99
16982,1730,1,2025-11-05 08:27:56.244488,249.99
16983,1731,7,2023-04-22 19:30:33.367933,129.99
16984,1732,5,2025-10-23 00:22:47.178525,29.99
16985,1733,8,2025-12-24 05:59:18.848666,34.99
16986,1734,12,2022-02-03 18:55:56.015822,119.98
16987,1735,3,2025-09-02 18:02:33.972579,189.99
16988,1736,8,2025-12-25 07:12:42.720519,359.97
16989,1737,1,2022-03-14 05:45:47.832255,699.98
16990,1738,6,2025-11-11 15:01:23.674727,24.99
16991,1739,13,2025-11-11 03:17:34.684991,59.99
16992,1740,2,2024-07-29 01:45:26.375169,749.97
16993,1741,7,2023-06-25 06:38:59.788967,39.9
16994,1742,14,2023-05-28 22:41:40.340919,19.99
16995,1743,2,2025-10-22 01:26:29.794398,499.98
16996,1744,1,2024-08-03 10:42:30.877350,349.99
16997,1745,13,2022-01-03 11:22:01.844112,149.9
16998,1746,6,2025-12-04 18:19:54.767285,59.99
16999,1747,5,2023-06-25 06:39:43.403745,24.9
17000,1748,5,2022-01-06 14:30:27.153644,399.8
17001,1749,2,2025-12-06 04:49:36.479559,199.9
17002,1750,16,2024-08-01 07:38:39.868640,99.9
17003,1751,1,2024-07-26 08:33:49.900763,79.99
17004,1752,14,2025-09-21 14:32:45.278561,79.99
17005,1753,1,2025-11-24 15:14:43.559320,299.99
17006,1754,3,2025-10-11 05:10:15.973123,89.99
17007,1755,5,2025-12-14 23:08:02.404529,39.98
17008,1756,5,2022-01-23 16:41:42.308422,359.98
17009,1757,19,2022-02-25 04:24:55.461372,89.9
17010,1758,2,2022-01-29 06:59:38.596758,139.99
2246,559,7,2023-10-23 02:41:59.575330,1479.56
2247,300,20,2025-12-27 08:44:47.009710,599.85
2248,717,7,2021-08-10 08:44:58.479096,559.95
2249,741,6,2024-11-27 05:31:39.471967,59.97
2250,65,11,2020-04-25 19:01:45.368621,959.94
2251,608,9,2023-02-15 18:19:36.372662,199.9
2252,345,14,2022-07-29 18:36:30.653320,239.97
2253,721,20,2023-02-21 00:54:26.883659,639.78
2254,319,3,2025-09-13 13:41:06.651147,1009.94
2255,269,20,2022-12-25 00:35:42.849063,259.98
2256,383,20,2022-02-02 20:17:12.361249,279.98
2257,27,4,2020-05-03 06:35:14.573226,959.76
2258,658,17,2024-07-13 08:05:45.732343,149.7
2259,721,13,2022-09-23 08:00:17.928922,159.99
2260,41,18,2022-03-23 11:14:40.116935,739.56
2261,97,20,2020-03-14 08:54:03.644645,539.77
2262,343,8,2021-12-05 09:56:01.628481,909.56
2263,385,10,2025-02-09 20:19:52.477914,629.67
2264,382,9,2020-02-24 08:47:01.859822,829.93
2265,410,1,2022-11-16 11:27:09.714362,859.95
2266,592,9,2023-11-07 21:38:10.743359,674.58
2267,747,20,2021-03-11 14:47:20.019768,1209.65
2268,30,6,2020-11-26 01:33:33.791311,459.78
2269,125,14,2025-10-25 23:43:20.014747,389.56
2270,85,11,2020-06-17 20:11:28.566386,919.94
2271,97,14,2025-09-10 21:05:36.123885,259.79
2272,652,11,2021-09-02 18:42:28.797024,449.92
2273,73,5,2025-09-04 22:38:00.999289,951.94
2274,495,13,2020-01-08 22:12:29.708651,24.99
2275,163,10,2022-07-15 02:28:35.781713,559.77
2276,164,9,2025-01-07 22:56:08.357610,1219.17
2277,346,4,2022-08-20 20:27:16.813919,1105.93
2278,468,17,2025-08-16 12:31:05.579239,557.63
2279,679,6,2025-09-25 11:41:31.272731,649.72
2280,566,10,2022-06-25 23:22:35.462557,954.67
2281,200,11,2020-11-26 14:43:55.971735,729.97
2282,738,19,2022-10-17 11:08:45.444947,1199.96
2283,282,9,2020-06-04 04:22:12.333299,59.97
2284,5,9,2024-11-18 15:14:00.990048,739.49
2285,335,7,2020-01-11 23:33:14.714581,559.76
2286,695,15,2023-04-16 14:45:29.297124,1129.94
2287,716,6,2025-11-03 12:18:10.036139,909.75
2288,201,6,2021-05-21 03:02:35.036556,1719.45
2289,52,20,2022-06-16 09:18:01.249863,654.88
2290,27,13,2024-02-01 22:57:43.704226,1649.85
2291,125,5,2022-07-06 17:33:39.458107,709.85
2292,541,2,2021-07-22 10:39:47.275337,529.77
2293,217,18,2021-08-18 15:56:39.203741,509.59
2294,293,12,2022-10-14 00:07:07.841647,34.99
2295,262,15,2020-07-15 01:54:05.438510,959.64
2296,430,7,2023-09-17 18:21:31.756465,759.96
2297,28,10,2024-07-18 09:25:47.857007,59.99
2298,544,6,2024-01-02 05:11:05.985654,819.9
2299,142,5,2025-07-02 21:45:06.560800,99.98
2300,59,17,2021-11-03 10:04:18.104189,1239.74
2301,146,12,2024-11-22 22:34:59.742364,449.66
2302,368,13,2025-04-24 13:20:17.491025,379.48
